partida_id,arquivo_demo,mapa_id,data_hora,rank_medio
4814,synth_645155580474389491_2571450604.dem,16,04/18/2018 12:04:00 PM,10.7
4815,synth_806405319901616682_6905335653.dem,21,07/12/2018 06:57:00 PM,9.2
4816,synth_609137986403107920_2175042883.dem,1,04/14/2018 05:39:00 PM,7.8
4817,synth_309275378545685646_1132052175.dem,19,12/08/2017 10:04:00 AM,13.6
4818,synth_745999627268611459_8615550423.dem,21,02/09/2018 05:47:00 AM,12.9
4819,synth_771501635679208228_9208777367.dem,5,11/17/2017 08:32:00 PM,14.1
4820,synth_966124479607432783_9309641520.dem,20,07/06/2018 01:44:00 AM,11.1
4821,synth_508240173662474036_1865726461.dem,16,11/09/2017 11:58:00 AM,17.6
4822,synth_955806200259619107_9828812986.dem,5,01/24/2018 09:57:00 AM,12.8
4823,synth_614587409729766771_1271854268.dem,19,01/23/2018 03:37:00 PM,9.2
4824,synth_523513984242790074_1939394492.dem,13,05/21/2018 11:30:00 AM,14.3
4825,synth_855910272466426376_4203664269.dem,2,04/03/2018 10:23:00 PM,17.7
4826,synth_410629051976844556_9471835380.dem,4,09/09/2018 06:54:00 AM,11.2
4827,synth_542846802843237871_6997291890.dem,6,02/04/2018 05:29:00 PM,15.3
4828,synth_345940571471694217_5361048129.dem,8,12/17/2017 06:41:00 AM,6.0
4829,synth_611570957078278338_6788140661.dem,10,05/23/2018 07:23:00 AM,14.4
4830,synth_320620183491911219_6325545720.dem,14,10/27/2017 11:43:00 AM,16.4
4831,synth_181733515553324226_8401671874.dem,1,07/24/2018 01:36:00 AM,15.4
4832,synth_785842748471832374_6673150472.dem,5,01/13/2018 03:33:00 PM,12.8
4833,synth_634718860509193421_6163867299.dem,9,12/23/2017 09:31:00 AM,16.0
4834,synth_974890174215770268_7657006925.dem,1,09/21/2018 03:40:00 PM,12.6
4835,synth_198606883482240110_4574815917.dem,21,08/10/2018 08:17:00 AM,16.5
4836,synth_531255892489122507_8912999215.dem,21,04/17/2018 02:35:00 AM,7.6
4837,synth_197064308884573311_3820621683.dem,10,03/26/2018 04:32:00 PM,5.6
4838,synth_643899511122802328_4536900493.dem,4,07/13/2018 05:44:00 AM,12.2
4839,synth_389565117123109116_4470659148.dem,4,05/04/2018 08:01:00 PM,12.7
4840,synth_156150984730088032_7026150524.dem,3,10/16/2017 07:19:00 AM,5.6
4841,synth_769508758446086527_2421590285.dem,2,07/07/2018 10:02:00 AM,11.1
4842,synth_798553949628606917_9720098220.dem,17,09/13/2018 05:46:00 PM,12.0
4843,synth_844114700322259580_1494463737.dem,8,03/08/2018 09:44:00 AM,5.3
4844,synth_911434097564662750_4023897363.dem,12,01/23/2018 01:02:00 PM,15.1
4845,synth_747396860781923482_2565345481.dem,21,08/18/2018 10:36:00 PM,10.1
4846,synth_162030771260069598_6251116735.dem,10,02/10/2018 09:35:00 PM,10.8
4847,synth_969861384444696678_4242280053.dem,3,05/23/2018 02:59:00 AM,16.9
4848,synth_187219498633538186_7510635308.dem,7,03/18/2018 11:38:00 AM,8.1
4849,synth_355105114990203034_1205131567.dem,3,10/09/2017 08:09:00 PM,16.9
4850,synth_334445340065911130_3907871035.dem,16,09/20/2018 07:32:00 PM,15.5
4851,synth_596999040998467687_2914205739.dem,10,01/26/2018 11:00:00 AM,7.4
4852,synth_235276177660438939_9249346687.dem,5,02/27/2018 09:33:00 AM,15.6
4853,synth_810780123448642656_1830703794.dem,21,08/31/2018 07:06:00 AM,10.6
4854,synth_510814164489490419_3366660051.dem,6,05/17/2018 11:10:00 AM,15.2
4855,synth_404139746067216074_8579581100.dem,8,08/02/2018 05:01:00 AM,16.5
4856,synth_708223723673073130_5050128561.dem,12,07/30/2018 03:20:00 PM,12.5
4857,synth_934996626117509225_2415271232.dem,6,07/23/2018 05:52:00 PM,7.3
4858,synth_149977323379874054_5327111890.dem,16,10/15/2017 02:09:00 AM,17.1
4859,synth_236631588587926336_4101955379.dem,2,03/23/2018 05:48:00 PM,9.0
4860,synth_293970462510423214_9196930229.dem,15,03/24/2018 12:23:00 AM,14.1
4861,synth_209915086150520578_2595962777.dem,5,12/19/2017 06:56:00 PM,11.8
4862,synth_992282601269898473_8936837720.dem,20,05/12/2018 08:06:00 AM,15.6
4863,synth_278210917468027657_2832194349.dem,1,08/15/2018 07:42:00 PM,16.8
4864,synth_992630579459648319_1513271808.dem,9,05/19/2018 04:36:00 AM,15.9
4865,synth_681533740086991591_3543667100.dem,20,08/07/2018 12:09:00 AM,9.1
4866,synth_494283793461947952_5677504434.dem,4,01/28/2018 07:36:00 AM,9.1
4867,synth_677643918710088888_5236005142.dem,5,05/22/2018 04:56:00 PM,10.8
4868,synth_801779975645597006_1396886307.dem,13,06/08/2018 09:19:00 PM,8.6
4869,synth_675276391037775858_9871252558.dem,19,08/24/2018 03:12:00 PM,15.4
4870,synth_301018299579493748_7161072504.dem,6,09/30/2018 02:14:00 AM,8.5
4871,synth_463039833316793996_9324303562.dem,14,05/07/2018 12:18:00 PM,15.0
4872,synth_944670248596743919_8447233588.dem,5,04/17/2018 10:36:00 AM,11.8
4873,synth_305493113659947366_2063899855.dem,6,06/18/2018 03:02:00 AM,7.8
4874,synth_575836460222794069_8072992955.dem,18,10/27/2017 10:00:00 PM,14.0
4875,synth_544313781728547962_8180007865.dem,20,07/24/2018 04:04:00 PM,11.0
4876,synth_692850319409535023_7421206227.dem,18,09/13/2018 01:26:00 PM,6.1
4877,synth_804199258582255443_3865556519.dem,12,01/23/2018 06:08:00 PM,15.6
4878,synth_174328559118418939_2069488055.dem,17,07/04/2018 09:31:00 PM,15.1
4879,synth_836815775690209084_5585751565.dem,3,03/13/2018 10:59:00 PM,9.8
4880,synth_282589853669550697_9635533244.dem,16,12/01/2017 04:04:00 AM,5.1
4881,synth_801611992657966005_4491091144.dem,16,09/08/2018 11:35:00 AM,15.5
4882,synth_824642751376047029_9849365682.dem,18,02/01/2018 02:54:00 AM,5.2
4883,synth_937318728636818898_2091065961.dem,14,04/10/2018 12:08:00 AM,8.2
4884,synth_699023646316318098_8999677329.dem,6,01/27/2018 01:49:00 PM,11.0
4885,synth_882193419932893925_5070004413.dem,17,06/01/2018 04:57:00 PM,17.3
4886,synth_598072282392958196_7717557696.dem,14,01/21/2018 11:44:00 AM,6.6
4887,synth_794014485600144367_2854289962.dem,8,05/15/2018 03:02:00 PM,7.0
4888,synth_441479765672835301_1231693008.dem,8,03/23/2018 12:21:00 AM,6.4
4889,synth_928806041480445473_8448501297.dem,4,06/30/2018 09:41:00 PM,12.2
4890,synth_813662629464566631_2347178849.dem,14,10/24/2017 07:40:00 AM,14.6
4891,synth_665671836997754437_1682735495.dem,4,11/05/2017 06:36:00 AM,15.9
4892,synth_645383819911071922_3341812322.dem,20,03/08/2018 01:28:00 AM,13.2
4893,synth_995133928477657272_2870865664.dem,10,07/27/2018 11:30:00 PM,12.1
4894,synth_314052271651375910_4420457603.dem,21,06/14/2018 06:20:00 PM,16.2
4895,synth_645999899342891729_1379466382.dem,15,07/18/2018 10:40:00 AM,14.3
4896,synth_527459759148844923_9599282544.dem,16,05/23/2018 09:50:00 AM,9.4
4897,synth_588508295336235862_1287701809.dem,5,07/08/2018 03:31:00 AM,10.7
4898,synth_552191481677531789_4700965078.dem,13,07/11/2018 01:07:00 AM,10.7
4899,synth_588875336748071129_1799287776.dem,18,08/15/2018 09:33:00 AM,16.7
4900,synth_248615064313821204_7681949679.dem,12,09/15/2018 09:55:00 PM,9.2
4901,synth_203902085170935681_3580275290.dem,9,05/21/2018 05:52:00 AM,10.1
4902,synth_490196608161340564_2270157638.dem,9,01/31/2018 11:07:00 PM,15.9
4903,synth_479975814081976790_6673678468.dem,2,03/26/2018 09:02:00 PM,9.2
4904,synth_412699688717447052_2624765144.dem,12,11/16/2017 05:01:00 PM,12.4
4905,synth_785472022907774039_5660068211.dem,10,05/05/2018 12:01:00 PM,11.4
4906,synth_363485996797153492_6930169339.dem,4,03/01/2018 02:40:00 AM,5.3
4907,synth_500132928557433240_9623651122.dem,21,09/29/2018 04:50:00 PM,13.3
4908,synth_721661173117179586_8663671010.dem,17,07/21/2018 02:09:00 PM,13.7
4909,synth_916703986600846758_1272564353.dem,12,10/22/2017 06:45:00 PM,10.2
4910,synth_300583539813519324_4569748083.dem,12,08/04/2018 08:18:00 PM,14.3
4911,synth_773537430616877851_1013807712.dem,13,04/08/2018 03:48:00 PM,6.9
4912,synth_727905116286593194_8822060443.dem,1,02/14/2018 07:10:00 PM,12.1
4913,synth_323131304600830282_5749386421.dem,21,07/16/2018 05:59:00 PM,6.6
4914,synth_907949155885080756_9425882684.dem,6,04/26/2018 12:17:00 AM,7.1
4915,synth_770741715903017143_1915844904.dem,14,11/24/2017 10:13:00 AM,10.8
4916,synth_110003785062642154_5425038173.dem,19,08/01/2018 08:08:00 AM,5.5
4917,synth_376744094590180638_5423862286.dem,10,01/30/2018 11:33:00 PM,5.1
4918,synth_739448741649176882_9424772315.dem,14,12/15/2017 03:23:00 PM,6.5
4919,synth_602103777838309934_2383672135.dem,12,07/01/2018 04:29:00 PM,6.1
4920,synth_722819367272717515_6478377033.dem,6,05/24/2018 07:40:00 AM,17.6
4921,synth_436327734487264741_1386779468.dem,1,09/29/2018 03:50:00 AM,17.1
4922,synth_179301780531077607_3545301903.dem,6,08/07/2018 12:53:00 PM,9.1
4923,synth_220257507024966666_3960059407.dem,16,08/18/2018 08:40:00 PM,8.7
4924,synth_664671065725447834_4238098891.dem,21,08/11/2018 07:50:00 AM,16.4
4925,synth_614019532559246931_4088612392.dem,15,02/22/2018 01:37:00 AM,8.6
4926,synth_259309596142374245_9338182149.dem,4,01/12/2018 07:55:00 PM,17.7
4927,synth_502256497423393139_9619844312.dem,12,04/17/2018 03:12:00 PM,17.1
4928,synth_567283412651918747_3623918628.dem,9,03/30/2018 04:21:00 PM,6.8
4929,synth_456042607817483630_9986247160.dem,18,03/08/2018 03:08:00 AM,9.6
4930,synth_805878963475652548_6873051291.dem,1,02/03/2018 03:42:00 PM,18.0
4931,synth_521340028355474856_9322882164.dem,4,08/19/2018 09:58:00 PM,5.0
4932,synth_776263485282912548_6053292341.dem,4,07/31/2018 10:21:00 AM,10.4
4933,synth_195201211791021763_6189170589.dem,4,07/22/2018 03:21:00 PM,14.8
4934,synth_592279380147672186_8605224594.dem,15,01/06/2018 01:49:00 PM,15.4
4935,synth_123601489239649977_6959383846.dem,1,03/10/2018 03:29:00 PM,12.7
4936,synth_638803443233556065_4953352436.dem,12,11/05/2017 07:06:00 AM,15.3
4937,synth_852738939114418233_8601171151.dem,4,06/25/2018 02:52:00 PM,5.2
4938,synth_323127096063442996_7624032529.dem,18,01/25/2018 01:37:00 AM,16.7
4939,synth_941699564481659746_3371276359.dem,4,09/10/2018 06:33:00 AM,15.6
4940,synth_887759056103259501_1285159861.dem,20,09/22/2018 01:16:00 PM,7.8
4941,synth_180318590114238060_1557045312.dem,4,04/22/2018 12:58:00 PM,17.5
4942,synth_303142112137989185_9716405265.dem,18,10/20/2017 02:28:00 AM,11.7
4943,synth_802313868120569523_7445805651.dem,4,04/05/2018 02:42:00 AM,6.4
4944,synth_514122375722221901_6099546372.dem,12,02/12/2018 06:47:00 PM,13.2
4945,synth_166903836829923718_7721908074.dem,11,11/21/2017 12:50:00 AM,13.8
4946,synth_209907771315877758_9643062985.dem,17,10/17/2017 07:17:00 AM,9.4
4947,synth_641983026572449069_6863171769.dem,2,01/19/2018 03:30:00 AM,15.3
4948,synth_648314773867389111_5870434986.dem,4,10/14/2017 11:25:00 AM,15.2
4949,synth_806655858220165235_5955985514.dem,8,04/05/2018 06:37:00 PM,14.7
4950,synth_967744678351882781_4777403152.dem,11,06/17/2018 07:48:00 PM,7.2
4951,synth_915170616937521089_2817595192.dem,2,06/22/2018 04:12:00 AM,5.5
4952,synth_550738883037941601_7258063211.dem,9,07/25/2018 03:15:00 AM,5.8
4953,synth_334374380980003294_7437963782.dem,18,07/26/2018 05:49:00 AM,14.2
4954,synth_404010465922098486_9951235776.dem,16,12/08/2017 11:30:00 AM,17.4
4955,synth_980789513338547504_1243180416.dem,15,09/11/2018 12:10:00 AM,13.7
4956,synth_155393251731962267_2965703062.dem,11,05/13/2018 03:40:00 PM,17.8
4957,synth_988696025241040847_9255625319.dem,1,01/04/2018 01:18:00 PM,14.4
4958,synth_384574203012514893_6622069553.dem,3,09/03/2018 08:09:00 PM,8.6
4959,synth_991753257181627437_7320543590.dem,3,04/11/2018 01:49:00 AM,7.5
4960,synth_572885546147117569_7341443251.dem,2,01/31/2018 06:48:00 AM,5.7
4961,synth_409261047947311545_6909827581.dem,17,11/01/2017 08:03:00 AM,8.1
4962,synth_619639961613493512_8485197944.dem,19,05/02/2018 01:26:00 AM,12.1
4963,synth_899167758718384855_1943693340.dem,2,10/25/2017 03:44:00 AM,9.6
4964,synth_841358104852055084_3973919821.dem,6,09/03/2018 01:06:00 PM,15.8
4965,synth_145028441373349764_5139612088.dem,7,08/08/2018 03:59:00 PM,8.3
4966,synth_258428472058219840_3883052667.dem,16,01/26/2018 12:30:00 PM,17.8
4967,synth_416557400749447826_9335652388.dem,10,03/06/2018 01:05:00 AM,12.9
4968,synth_132034808911778660_1173318321.dem,4,02/02/2018 02:19:00 PM,17.2
4969,synth_572117137012197504_3674568613.dem,9,01/17/2018 07:54:00 PM,6.7
4970,synth_314378319492287592_7894817876.dem,8,05/21/2018 07:54:00 PM,8.5
4971,synth_631277488488875126_3012494453.dem,7,03/20/2018 11:06:00 PM,7.8
4972,synth_852169909343991191_5899934272.dem,2,04/10/2018 06:11:00 AM,15.7
4973,synth_806220285011195957_3141254504.dem,10,04/25/2018 07:02:00 AM,11.9
4974,synth_762613949761071499_2064265256.dem,12,12/20/2017 05:43:00 PM,8.4
4975,synth_194935112700635574_6023845452.dem,15,06/16/2018 09:42:00 AM,11.0
4976,synth_388209575510404560_4890760706.dem,5,01/28/2018 12:48:00 PM,5.0
4977,synth_877319280600179053_6721294256.dem,20,02/18/2018 07:24:00 AM,15.9
4978,synth_929130697440445182_4801779894.dem,4,11/27/2017 03:38:00 PM,6.3
4979,synth_632179441132429111_4504781730.dem,16,04/01/2018 10:00:00 PM,8.0
4980,synth_384922338961993823_7470941844.dem,20,09/20/2018 05:37:00 AM,11.7
4981,synth_794731746639023792_2676317942.dem,19,06/15/2018 04:20:00 PM,10.7
4982,synth_472024821072891553_7393643440.dem,4,05/19/2018 10:30:00 PM,14.4
4983,synth_862989290778561615_8497445678.dem,5,02/23/2018 10:01:00 PM,13.0
4984,synth_684383376144091609_9896930974.dem,2,07/31/2018 06:30:00 PM,12.6
4985,synth_258606177681289557_4116370955.dem,5,04/02/2018 06:52:00 AM,7.6
4986,synth_511841574442150464_3146885951.dem,4,01/05/2018 01:06:00 AM,13.6
4987,synth_460728459781064187_2035555971.dem,11,10/25/2017 05:04:00 AM,11.2
4988,synth_242092798914065949_7729866691.dem,8,08/21/2018 03:17:00 PM,14.0
4989,synth_581715846618073831_8402118589.dem,4,11/20/2017 08:03:00 AM,8.8
4990,synth_851095857319751785_5039692975.dem,13,07/19/2018 06:36:00 PM,10.6
4991,synth_737357002499226931_6667647695.dem,1,06/26/2018 05:37:00 PM,12.0
4992,synth_922308501060840724_6269289943.dem,7,09/12/2018 07:30:00 AM,7.2
4993,synth_599578557751769797_8765618845.dem,18,02/20/2018 07:34:00 PM,10.9
4994,synth_727597755621920687_4239374642.dem,10,08/12/2018 04:34:00 PM,8.6
4995,synth_719510256232735159_5535400908.dem,21,08/14/2018 07:17:00 PM,6.1
4996,synth_612515595701518852_4534300634.dem,16,05/19/2018 04:42:00 PM,6.1
4997,synth_315586252006913754_8273334981.dem,15,03/16/2018 03:07:00 AM,11.7
4998,synth_236298549665299700_2424334989.dem,3,11/10/2017 05:42:00 AM,15.8
4999,synth_707527426528295120_7786099224.dem,2,11/25/2017 09:48:00 PM,8.4
5000,synth_413218114698670294_7572061424.dem,19,08/04/2018 04:22:00 PM,13.1
5001,synth_906632937265005282_4830048044.dem,10,11/14/2017 03:14:00 PM,10.5
5002,synth_771810879674002443_4676294084.dem,8,02/20/2018 11:49:00 PM,10.6
5003,synth_728418993784744906_7735035651.dem,11,03/17/2018 01:08:00 PM,11.5
5004,synth_257768258203909863_8411661488.dem,20,02/19/2018 09:06:00 PM,13.0
5005,synth_606428344603357738_8722184411.dem,20,02/12/2018 04:50:00 AM,11.1
5006,synth_557090692453392107_5179371282.dem,2,04/04/2018 06:17:00 PM,11.3
5007,synth_946393408596178215_2057750913.dem,11,06/14/2018 07:22:00 PM,10.1
5008,synth_573157113980010961_9029161261.dem,10,05/15/2018 05:57:00 AM,5.8
5009,synth_750893986222334242_3388435658.dem,14,11/03/2017 02:14:00 AM,10.4
5010,synth_902653484351681291_8962513221.dem,19,04/23/2018 05:52:00 AM,9.8
5011,synth_934996732867481534_8386479598.dem,12,09/02/2018 11:49:00 AM,7.5
5012,synth_540489011835967954_6667732341.dem,17,06/14/2018 12:41:00 AM,15.5
5013,synth_257709776397012763_2095624916.dem,16,07/14/2018 07:01:00 PM,12.8
5014,synth_608464052539138611_5171876204.dem,21,12/22/2017 10:03:00 PM,10.7
5015,synth_614773842923490076_6349670670.dem,20,09/18/2018 05:06:00 AM,11.2
5016,synth_110657279599063796_9071003438.dem,19,07/13/2018 05:54:00 PM,13.7
5017,synth_451120432467134425_4513601377.dem,5,10/29/2017 01:16:00 PM,16.5
5018,synth_125456394121097511_9773014309.dem,4,01/13/2018 09:05:00 PM,6.8
5019,synth_525698003819834806_6052959811.dem,15,10/09/2017 12:13:00 PM,13.3
5020,synth_863359056002438144_7696811049.dem,1,04/07/2018 07:13:00 PM,15.0
5021,synth_453249128337407774_1226154106.dem,4,01/07/2018 02:41:00 PM,14.3
5022,synth_271401985616992671_5983997244.dem,7,11/19/2017 10:28:00 AM,10.4
5023,synth_596477637501837845_1459826076.dem,18,08/05/2018 08:29:00 AM,16.0
5024,synth_816881452895891381_7808986288.dem,12,03/11/2018 03:28:00 PM,11.0
5025,synth_416922254506865050_8288866009.dem,18,12/28/2017 07:40:00 AM,15.8
5026,synth_700304055940555001_4936217201.dem,14,10/13/2017 05:14:00 PM,11.3
5027,synth_241644063479830215_5298150030.dem,10,10/01/2018 12:43:00 PM,10.9
5028,synth_667804935677471971_4419638035.dem,20,07/04/2018 08:40:00 PM,9.3
5029,synth_905884028931507841_2862725809.dem,2,03/05/2018 05:16:00 AM,17.8
5030,synth_331695293182900488_8563140151.dem,10,08/03/2018 02:43:00 PM,14.6
5031,synth_934042568727507353_9501334835.dem,20,11/11/2017 05:57:00 PM,9.1
5032,synth_104865698832396810_9275048034.dem,6,12/11/2017 10:25:00 AM,9.2
5033,synth_112430303144773048_1652005643.dem,9,06/09/2018 06:56:00 AM,10.4
5034,synth_333997637362854822_1714758715.dem,13,10/28/2017 06:46:00 AM,17.0
5035,synth_370734356776797995_2720940373.dem,14,04/18/2018 07:19:00 AM,11.7
5036,synth_776265269406534755_6907395895.dem,9,09/01/2018 12:35:00 AM,5.7
5037,synth_716342374756589513_8749151253.dem,12,06/26/2018 05:03:00 AM,7.6
5038,synth_508607493972994860_3438303564.dem,6,01/19/2018 05:18:00 AM,15.8
5039,synth_238740873461662140_2143943517.dem,3,01/09/2018 04:19:00 AM,12.2
5040,synth_430629165140713474_5277090505.dem,3,05/05/2018 12:45:00 PM,12.9
5041,synth_767211021513063641_1892068604.dem,12,10/04/2017 11:12:00 AM,7.6
5042,synth_868283690966008546_6459799026.dem,21,04/18/2018 01:20:00 PM,17.4
5043,synth_901662126356282823_2470436940.dem,16,07/16/2018 03:05:00 AM,15.4
5044,synth_479601118890157156_9616305441.dem,21,05/01/2018 05:17:00 AM,6.6
5045,synth_325209616805572709_5016105364.dem,5,05/05/2018 08:46:00 PM,12.5
5046,synth_449035379505296026_8500024993.dem,2,05/23/2018 05:49:00 PM,12.5
5047,synth_160463505919223457_9916432022.dem,5,06/04/2018 02:45:00 PM,6.9
5048,synth_279010644856432662_9825343095.dem,2,12/19/2017 02:22:00 AM,17.8
5049,synth_952138734283690859_8593408551.dem,14,12/05/2017 06:53:00 AM,8.3
5050,synth_583192024890068023_1245207581.dem,4,12/26/2017 07:29:00 AM,6.4
5051,synth_717673257337818728_2859839354.dem,21,08/18/2018 10:23:00 AM,10.4
5052,synth_415345954181259001_9252854872.dem,6,06/14/2018 02:26:00 AM,17.4
5053,synth_255639392167034590_1927238335.dem,16,01/21/2018 03:37:00 AM,9.6
5054,synth_896922937986638444_4012669406.dem,4,02/14/2018 03:16:00 AM,5.4
5055,synth_938593143375586875_6459170021.dem,3,09/27/2018 09:10:00 PM,16.7
5056,synth_228614104373847070_5214114921.dem,16,06/13/2018 04:57:00 PM,14.1
5057,synth_774001666027895876_9725769199.dem,13,05/29/2018 08:32:00 AM,10.8
5058,synth_293294370988491310_9707911235.dem,14,06/30/2018 08:02:00 PM,11.7
5059,synth_639422189294059491_4736907316.dem,5,09/25/2018 03:47:00 PM,13.1
5060,synth_478726089957915182_5158042893.dem,1,03/02/2018 05:38:00 AM,14.7
5061,synth_806231536158696698_1095460184.dem,16,02/15/2018 02:50:00 AM,6.3
5062,synth_312087393141504886_6847301446.dem,9,02/01/2018 03:02:00 AM,10.3
5063,synth_220496660877362003_9267650940.dem,16,03/31/2018 04:57:00 AM,7.0
5064,synth_148042592719586765_9164952961.dem,13,01/09/2018 05:07:00 AM,12.1
5065,synth_938688282988937606_4140762676.dem,19,01/09/2018 10:30:00 PM,15.3
5066,synth_201136326916824846_8906755758.dem,17,10/27/2017 07:42:00 PM,17.7
5067,synth_358901557355555377_9242583626.dem,21,01/23/2018 06:26:00 AM,5.3
5068,synth_952589251403473839_9583546672.dem,16,08/18/2018 09:58:00 PM,15.2
5069,synth_900754946622693219_1188582506.dem,15,07/30/2018 08:12:00 AM,11.2
5070,synth_516774222414594123_8234910863.dem,20,05/15/2018 01:47:00 PM,13.9
5071,synth_820620531267407746_6263476429.dem,5,10/18/2017 01:12:00 PM,7.4
5072,synth_928247692834799548_2368323853.dem,4,03/16/2018 10:30:00 AM,17.3
5073,synth_114720755336046376_1242726758.dem,9,01/07/2018 04:23:00 PM,8.6
5074,synth_737833125568303374_3193036539.dem,18,03/28/2018 05:51:00 PM,6.3
5075,synth_757281876874571156_5013574098.dem,6,03/17/2018 12:34:00 AM,15.9
5076,synth_359099928400210876_2943980844.dem,21,05/13/2018 03:44:00 PM,14.4
5077,synth_594190756909893602_8047197208.dem,3,06/22/2018 06:24:00 AM,5.3
5078,synth_845727638711451624_9577775298.dem,15,01/29/2018 06:34:00 AM,12.4
5079,synth_290375383444801361_7822300882.dem,8,08/26/2018 12:02:00 PM,9.2
5080,synth_670159816213194448_3592372366.dem,16,09/15/2018 12:15:00 AM,6.2
5081,synth_237075879293411909_4035746901.dem,4,10/05/2017 07:52:00 AM,13.8
5082,synth_115197851788745336_6423886872.dem,19,10/31/2017 01:20:00 AM,10.9
5083,synth_279739396480802090_6156248129.dem,18,09/17/2018 02:03:00 PM,17.1
5084,synth_838218131919545201_7712189861.dem,1,09/28/2018 06:06:00 AM,5.2
5085,synth_465591110632464796_7040787946.dem,1,07/08/2018 09:42:00 AM,17.3
5086,synth_640920209516101197_7400006087.dem,11,02/05/2018 05:32:00 AM,9.8
5087,synth_102128692945119616_5859628635.dem,10,12/28/2017 10:19:00 AM,5.1
5088,synth_533580919784343273_5935201329.dem,20,06/22/2018 08:53:00 PM,14.6
5089,synth_748459431351061911_1727126777.dem,13,12/08/2017 08:07:00 PM,15.9
5090,synth_204947921816604359_2478447239.dem,10,07/04/2018 01:07:00 AM,10.9
5091,synth_381920614321470426_2603329898.dem,3,05/17/2018 11:30:00 AM,16.9
5092,synth_826801123809783453_9280000654.dem,11,11/06/2017 09:42:00 AM,7.1
5093,synth_184677878856978098_9006316866.dem,20,11/03/2017 03:29:00 PM,12.0
5094,synth_307459204108983841_5255493122.dem,2,06/16/2018 07:40:00 AM,6.7
5095,synth_147979626575595713_5229635749.dem,4,07/03/2018 02:30:00 AM,5.6
5096,synth_937358754609753072_7558466885.dem,21,09/27/2018 06:59:00 PM,16.1
5097,synth_392304265495947813_2803778728.dem,7,09/19/2018 01:09:00 AM,16.1
5098,synth_350738482284960214_3064854972.dem,12,07/17/2018 09:41:00 PM,5.8
5099,synth_777576741262572834_8238695289.dem,7,12/06/2017 12:26:00 PM,7.3
5100,synth_175882593807272587_7526168589.dem,8,10/21/2017 02:12:00 PM,7.5
5101,synth_712573401388537184_9490553964.dem,19,09/03/2018 03:27:00 PM,14.1
5102,synth_902092264975335428_4915682244.dem,19,12/23/2017 12:55:00 AM,9.1
5103,synth_942364290310856422_6897898175.dem,4,02/07/2018 09:26:00 PM,5.9
5104,synth_986028545041084588_4322696786.dem,2,11/02/2017 06:48:00 AM,8.4
5105,synth_106170309805839695_7836361540.dem,5,12/11/2017 05:14:00 AM,11.2
5106,synth_533871460358921364_4640822633.dem,13,05/07/2018 06:21:00 AM,13.5
5107,synth_680605098621893459_4781934567.dem,4,10/21/2017 02:19:00 PM,17.5
5108,synth_549290906142617334_5040912686.dem,1,02/01/2018 07:24:00 AM,13.3
5109,synth_112494083186108817_9737425940.dem,9,11/30/2017 10:08:00 PM,9.7
5110,synth_861067212732713388_7072118399.dem,20,01/22/2018 11:29:00 PM,17.3
5111,synth_733132956489952516_5565436202.dem,2,06/27/2018 05:09:00 AM,9.9
5112,synth_109649554403826248_7842563342.dem,12,05/17/2018 08:42:00 PM,13.5
5113,synth_748540789253578942_8064777647.dem,11,09/21/2018 10:50:00 AM,14.3
5114,synth_320305660241969906_6399894243.dem,3,06/26/2018 01:03:00 AM,17.2
5115,synth_602815677402996563_3528764243.dem,16,11/16/2017 01:12:00 AM,5.7
5116,synth_998716816709708455_3348925325.dem,21,09/19/2018 10:14:00 AM,10.2
5117,synth_229056396143294181_8856507266.dem,10,07/30/2018 10:07:00 AM,6.9
5118,synth_649071337169648683_8702162325.dem,15,10/23/2017 11:34:00 AM,17.1
5119,synth_988191261142693237_4235954850.dem,12,08/20/2018 10:54:00 PM,16.7
5120,synth_111137605252452636_1075390712.dem,16,12/15/2017 11:48:00 PM,9.2
5121,synth_960201080910884346_6394328152.dem,18,12/11/2017 01:17:00 PM,15.9
5122,synth_658401803872578092_6556781875.dem,9,04/18/2018 12:13:00 PM,17.2
5123,synth_333275583981312433_2505424021.dem,16,03/11/2018 07:14:00 AM,17.5
5124,synth_448906458720008430_3864221867.dem,20,09/03/2018 07:05:00 AM,11.6
5125,synth_178360684544442466_7080380602.dem,15,04/06/2018 02:41:00 AM,9.6
5126,synth_190758243199409831_1450120867.dem,12,11/04/2017 11:07:00 PM,17.0
5127,synth_105731199617259944_9399100240.dem,7,07/03/2018 01:44:00 PM,17.3
5128,synth_810715684694387961_5828222534.dem,5,12/02/2017 02:20:00 PM,6.1
5129,synth_268085784931281239_5244442293.dem,7,10/04/2017 11:17:00 PM,16.2
5130,synth_356235202559640244_3090724296.dem,8,04/13/2018 05:50:00 AM,9.6
5131,synth_666903079545723310_6143750270.dem,19,06/26/2018 05:52:00 AM,9.1
5132,synth_916657769954398940_8963294573.dem,16,06/18/2018 05:00:00 AM,9.8
5133,synth_486056302901072341_1595894846.dem,12,12/26/2017 01:27:00 AM,16.8
5134,synth_415277725328959333_9431887832.dem,5,02/20/2018 04:48:00 AM,6.9
5135,synth_638710047403847147_3423441181.dem,18,10/19/2017 06:08:00 AM,12.9
5136,synth_747100956430388648_4435552812.dem,11,03/25/2018 01:49:00 AM,17.5
5137,synth_989746525490152390_6214354274.dem,21,10/20/2017 05:01:00 PM,14.2
